id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
139,unhygenic_toilet,"The washbasin had no soap, and the tap was leaking.",1139909999,2024-09-06 10:30:00,2024-09-06 12:00:00,completed,staff139,,,"The washbasin was fixed, but the soap was still unavailable.",3,0.4586051294359629,image139.jpg,video139.mp4
140,damage_window,"The window could not be opened, and the compartment became stuffy.",1140000000,2024-09-08 11:30:00,2024-09-08 13:00:00,completed,staff140,,,"The window was fixed, but the lack of ventilation was uncomfortable.",4,0.3219105238414192,image140.jpg,video140.mp4
141,damage_seat,"The seat was broken, and the backrest was not functional.",1141101111,2024-09-10 12:30:00,2024-09-10 14:00:00,completed,staff141,,,"The seat was replaced, but it caused discomfort during the journey.",3,0.368203860201812,image141.jpg,video141.mp4
142,food,"The food was not cooked properly, and it was undercooked.",1142202222,2024-09-12 13:00:00,2024-09-12 14:30:00,completed,staff142,,,"The food was replaced, but it still wasn't up to expectations.",2,0.5309182594944379,image142.jpg,video142.mp4
143,unhygenic_compartment,"The compartment was dirty, with food wrappers and trash on the floor.",1143303333,2024-09-14 11:30:00,2024-09-14 13:00:00,completed,staff143,,,"The compartment was cleaned, but the trash should have been cleared sooner.",3,0.3176032500201952,image143.jpg,video143.mp4
145,violence,"A group of passengers were causing a disturbance, and no staff intervened in time.",1145505555,2024-09-18 14:30:00,2024-09-18 16:00:00,completed,staff145,,,"The issue was resolved, but the lack of timely intervention was a problem.",3,0.4150725866969821,image145.jpg,video145.mp4
146,unhygenic_toilet,"The toilet was not cleaned, and there was a foul smell.",1146606666,2024-09-20 13:30:00,2024-09-20 15:00:00,completed,staff146,,,"The toilet was cleaned, but the smell lingered for a while.",3,0.4012940147787846,image146.jpg,video146.mp4
147,management,There was no announcement about the delay or new expected arrival time.,1147707777,2024-09-22 14:00:00,2024-09-22 15:30:00,completed,staff147,,,The lack of communication was frustrating and unprofessional.,2,0.2476300780367005,image147.jpg,video147.mp4
148,Electricity,"The power went out during the journey, and it was very uncomfortable.",1148808888,2024-09-24 13:00:00,2024-09-24 14:30:00,completed,staff148,,,"The issue was resolved, but it caused a lot of discomfort.",3,0.4758887717071144,image148.jpg,video148.mp4
149,unhygenic_toilet,There was no soap and the washbasin was dirty.,1149909999,2024-09-26 11:30:00,2024-09-26 13:00:00,completed,staff149,,,"The washbasin was cleaned, but soap was still unavailable.",3,0.484512494330058,image149.jpg,video149.mp4
150,damage_window,"The window was cracked, and there were sharp edges.",1150000000,2024-09-28 14:30:00,2024-09-28 16:00:00,completed,staff150,,,"The window was replaced, but the sharp edges could have been dangerous.",4,0.3439415750187393,image150.jpg,video150.mp4
151,damage_seat,The seat was damaged and had a large tear in the fabric.,1151101111,2024-05-01 12:00:00,2024-05-01 13:30:00,completed,staff151,,,"The seat was replaced, but it was uncomfortable.",3,0.341990344782301,image151.jpg,video151.mp4
152,food,The food was served cold and had an unpleasant taste.,1152202222,2024-05-03 13:30:00,2024-05-03 15:00:00,completed,staff152,,,"The food was replaced, but the taste didn't improve much.",2,0.4282051803046568,image152.jpg,video152.mp4
153,unhygenic_compartment,"The compartment was filthy, with trash scattered all over the floor.",1153303333,2024-05-05 11:30:00,2024-05-05 13:00:00,completed,staff153,,,"The cleaning was delayed, but it was finally cleaned.",3,0.5148770193485299,image153.jpg,video153.mp4
155,violence,"A passenger was physically pushing others, and there was no staff to intervene.",1155505555,2024-05-09 12:45:00,2024-05-09 14:15:00,completed,staff155,,,"The staff intervened late, and the situation could have been avoided earlier.",3,0.7848097416809614,image155.jpg,video155.mp4
156,unhygenic_toilet,The toilet was dirty and there was no soap to wash hands.,1156606666,2024-05-11 10:30:00,2024-05-11 12:00:00,completed,staff156,,,"The toilet was cleaned, but soap was still unavailable.",3,0.5090927383528231,image156.jpg,video156.mp4
157,management,There was no proper communication regarding the delayed arrival of the train.,1157707777,2024-05-13 14:00:00,2024-05-13 15:30:00,completed,staff157,,,The lack of communication caused frustration among the passengers.,2,0.4129485373542658,image157.jpg,video157.mp4
158,Electricity,The lights in the compartment were flickering and caused discomfort.,1158808888,2024-05-15 12:00:00,2024-05-15 13:30:00,completed,staff158,,,"The lighting issue was resolved, but it caused discomfort during the journey.",3,0.4007074938725007,image158.jpg,video158.mp4
159,unhygenic_toilet,The washbasin was clogged and had a bad odor.,1159909999,2024-05-17 10:00:00,2024-05-17 11:30:00,completed,staff159,,,"The washbasin was fixed, but the odor lingered for a while.",3,0.3353172322059486,image159.jpg,video159.mp4
160,damage_window,The window was broken and couldn't be closed properly.,1160000000,2024-05-19 13:00:00,2024-05-19 14:30:00,completed,staff160,,,"The window was repaired, but it caused some discomfort during the trip.",4,0.4269581735980717,image160.jpg,video160.mp4
161,damage_seat,The seat was too narrow and uncomfortable to sit for long periods.,1161101111,2024-05-21 11:30:00,2024-05-21 13:00:00,completed,staff161,,,"The seat was replaced, but the experience could have been more comfortable.",3,0.8648016280470714,image161.jpg,video161.mp4
162,food,The food served was tasteless and bland.,1162202222,2024-05-23 13:15:00,2024-05-23 14:45:00,completed,staff162,,,"The food was replaced, but it still lacked flavor.",2,0.5380180021710858,image162.jpg,video162.mp4
163,unhygenic_compartment,There were dirty stains on the compartment's seats.,1163303333,2024-05-25 12:00:00,2024-05-25 13:30:00,completed,staff163,,,"The seats were cleaned, but the stains were still visible.",3,0.5121227436834681,image163.jpg,video163.mp4
165,violence,"A person was verbally abusing other passengers, and no staff was around to address the issue.",1165505555,2024-05-29 12:30:00,2024-05-29 14:00:00,completed,staff165,,,"The situation was resolved, but staff could have intervened sooner.",3,0.8507798075897174,image165.jpg,video165.mp4
166,unhygenic_toilet,"The toilet had no toilet paper, and it was not clean.",1166606666,2024-05-31 13:15:00,2024-05-31 14:45:00,completed,staff166,,,"The toilet was cleaned, but the lack of toilet paper was inconvenient.",3,0.3639641907925067,image166.jpg,video166.mp4
167,management,There was no update on the train's delay and no compensation for the inconvenience.,1167707777,2024-06-02 11:30:00,2024-06-02 13:00:00,completed,staff167,,,"The delay was frustrating, and no proper communication was provided.",2,0.3658048908364676,image167.jpg,video167.mp4
168,Electricity,"The power was intermittent, and the compartment was hot and stuffy.",1168808888,2024-06-04 12:45:00,2024-06-04 14:15:00,completed,staff168,,,"The power issue was resolved, but the discomfort was noticeable.",3,0.393984349080669,image168.jpg,video168.mp4
169,unhygenic_toilet,"The washbasin was not cleaned, and it had mold growing on it.",1169909999,2024-06-06 11:00:00,2024-06-06 12:30:00,completed,staff169,,,"The washbasin was cleaned, but the mold issue should have been addressed sooner.",3,0.2981144121877395,image169.jpg,video169.mp4
170,damage_window,The window was stuck and couldn't be opened for ventilation.,1170000000,2024-06-08 12:30:00,2024-06-08 14:00:00,completed,staff170,,,"The window was fixed, but it caused discomfort during the journey.",4,0.346801155824257,image170.jpg,video170.mp4
171,damage_seat,The seat was broken and could not recline properly.,1171101111,2024-06-10 13:00:00,2024-06-10 14:30:00,completed,staff171,,,"The seat was replaced, but the inconvenience was frustrating.",3,0.33134831222971,image171.jpg,video171.mp4
172,food,The food served was undercooked and unappetizing.,1172202222,2024-06-12 11:45:00,2024-06-12 13:15:00,completed,staff172,,,"The food was replaced, but it still did not meet expectations.",2,0.6037311837455577,image172.jpg,video172.mp4
173,unhygenic_compartment,The compartment smelled bad and had trash on the floor.,1173303333,2024-06-14 14:30:00,2024-06-14 16:00:00,completed,staff173,,,"The trash was cleaned up, but the smell persisted for a while.",3,0.4073982516727901,image173.jpg,video173.mp4
175,violence,A person was causing a disturbance and making threats to other passengers.,1175505555,2024-06-18 11:30:00,2024-06-18 13:00:00,completed,staff175,,,"The situation was handled, but it took too long for staff to intervene.",3,0.7749708910605121,image175.jpg,video175.mp4
176,unhygenic_toilet,The toilet was in a very bad condition with no hand sanitizers.,1176606666,2024-06-20 14:00:00,2024-06-20 15:30:00,completed,staff176,,,"The toilet was cleaned, but it still lacked proper facilities.",3,0.6860975897621883,image176.jpg,video176.mp4
177,management,There were no staff members available to assist with queries during the journey.,1177707777,2024-06-22 12:30:00,2024-06-22 14:00:00,completed,staff177,,,The lack of assistance was frustrating and added to the inconvenience.,2,0.4474893194155124,image177.jpg,video177.mp4
178,Electricity,"The lights went out during the trip, making it difficult to see anything.",1178808888,2024-06-24 14:15:00,2024-06-24 15:45:00,completed,staff178,,,"The issue was resolved, but it caused unnecessary discomfort.",3,0.375202196703575,image178.jpg,video178.mp4
179,unhygenic_toilet,"The washbasin was not cleaned, and there was mold around the taps.",1179909999,2024-06-26 11:15:00,2024-06-26 12:45:00,completed,staff179,,,"The washbasin was cleaned, but the mold issue should have been addressed earlier.",3,0.3243574249908958,image179.jpg,video179.mp4
180,damage_window,The window was broken and caused discomfort during the journey.,1180000000,2024-06-28 12:00:00,2024-06-28 13:30:00,completed,staff180,,,"The window was fixed, but it caused initial discomfort.",4,0.3343513383905912,image180.jpg,video180.mp4
181,damage_seat,The seat was uncomfortable with a broken armrest.,1181101111,2024-07-01 12:15:00,2024-07-01 13:45:00,completed,staff181,,,"The armrest was fixed, but the seat could have been better.",3,0.339930092162429,image181.jpg,video181.mp4
182,food,The food served was stale and had an unpleasant smell.,1182202222,2024-07-03 11:30:00,2024-07-03 13:00:00,completed,staff182,,,"The food was replaced, but the overall quality was poor.",2,0.5014816618720632,image182.jpg,video182.mp4
183,unhygenic_compartment,"The compartment had a bad odor, and the seats were dirty.",1183303333,2024-07-05 12:00:00,2024-07-05 13:30:00,completed,staff183,,,"The compartment was cleaned, but the smell lingered for a while.",3,0.3756068558061962,image183.jpg,video183.mp4
185,violence,A person was creating a nuisance by shouting and disturbing passengers.,1185505555,2024-07-09 13:45:00,2024-07-09 15:15:00,completed,staff185,,,"The situation was handled, but it took too long to resolve.",3,0.5333393823728192,image185.jpg,video185.mp4
186,unhygenic_toilet,"The toilet was filthy, and there was no water in the tap.",1186606666,2024-07-11 12:00:00,2024-07-11 13:30:00,completed,staff186,,,"The toilet was cleaned, but the lack of water was inconvenient.",3,0.3813597138687897,image186.jpg,video186.mp4
187,management,"There was no information regarding the delay of the train, causing confusion.",1187707777,2024-07-13 13:00:00,2024-07-13 14:30:00,completed,staff187,,,The lack of information made the situation worse.,2,0.5320640430255226,image187.jpg,video187.mp4
188,Electricity,"The lights went out multiple times during the journey, causing discomfort.",1188808888,2024-07-15 11:30:00,2024-07-15 13:00:00,completed,staff188,,,"The issue was fixed, but it caused discomfort.",3,0.4476269075562417,image188.jpg,video188.mp4
189,unhygenic_toilet,"The washbasin was clogged, and the water was not draining properly.",1189909999,2024-07-17 12:30:00,2024-07-17 14:00:00,completed,staff189,,,"The washbasin was fixed, but the initial inconvenience was frustrating.",3,0.2663680623102248,image189.jpg,video189.mp4
190,damage_window,"The window was cracked, and we couldn't open it for ventilation.",1190000000,2024-07-19 12:15:00,2024-07-19 13:45:00,completed,staff190,,,"The window was repaired, but it caused discomfort during the journey.",4,0.3724856244962797,image190.jpg,video190.mp4
191,damage_seat,"The seat was missing a cushion, making it very uncomfortable.",1191101111,2024-07-21 11:00:00,2024-07-21 12:30:00,completed,staff191,,,"The cushion was replaced, but the seat could have been more comfortable.",3,0.812997563656575,image191.jpg,video191.mp4
192,food,The food served was cold and unappetizing.,1192202222,2024-07-23 14:30:00,2024-07-23 16:00:00,completed,staff192,,,"The food was replaced, but the quality was not great.",2,0.7877342479266475,image192.jpg,video192.mp4
193,unhygenic_compartment,"The compartment was dirty, and there was garbage scattered on the floor.",1193303333,2024-07-25 13:00:00,2024-07-25 14:30:00,completed,staff193,,,"The cleaning was delayed, but it was eventually cleaned.",3,0.5130555613969313,image193.jpg,video193.mp4
195,violence,"A passenger was fighting with others, and there was no staff to intervene.",1195505555,2024-07-29 13:30:00,2024-07-29 15:00:00,completed,staff195,,,"The situation was handled, but it took too long for staff to intervene.",3,0.7749708910605121,image195.jpg,video195.mp4
196,unhygenic_toilet,"The toilet was very dirty, and there was no tissue paper available.",1196606666,2024-07-31 12:00:00,2024-07-31 13:30:00,completed,staff196,,,"The toilet was cleaned, but tissue paper was still unavailable.",3,0.5051930062086907,image196.jpg,video196.mp4
197,management,The staff was unhelpful and didn't provide any proper solutions to the issue.,1197707777,2024-08-02 12:30:00,2024-08-02 14:00:00,completed,staff197,,,"The staff was not helpful, which added to the frustration.",2,0.941007281042124,image197.jpg,video197.mp4
198,Electricity,"The lights were flickering, and the power was unstable during the journey.",1198808888,2024-08-04 13:45:00,2024-08-04 15:15:00,completed,staff198,,,"The issue was resolved, but it caused discomfort during the trip.",3,0.4076623987962669,image198.jpg,video198.mp4
199,unhygenic_toilet,"The washbasin was dirty, and there was no soap or water available.",1199909999,2024-08-06 12:30:00,2024-08-06 14:00:00,completed,staff199,,,"The washbasin was cleaned, but the lack of soap was inconvenient.",3,0.366252107975107,image199.jpg,video199.mp4
200,damage_window,"The window was completely shattered, and there was glass on the floor.",1200000000,2024-08-08 11:15:00,2024-08-08 12:45:00,completed,staff200,,,"The window was fixed, but the situation could have been avoided.",4,0.5833840095832558,image200.jpg,video200.mp4
201,damage_seat,The seat was broken and couldn't be adjusted properly.,1201101111,2024-08-10 13:00:00,2024-08-10 14:30:00,completed,staff201,,,"The seat was fixed, but the adjustment still felt uncomfortable.",3,0.3382474917209916,image201.jpg,video201.mp4
202,food,The food was stale and had an unpleasant aftertaste.,1202202222,2024-08-12 12:30:00,2024-08-12 14:00:00,completed,staff202,,,"The food was replaced, but the taste did not improve much.",2,0.3827035112451096,image202.jpg,video202.mp4
203,unhygenic_compartment,The compartment had unclean floors and trash scattered around.,1203303333,2024-08-14 13:30:00,2024-08-14 15:00:00,completed,staff203,,,"The cleaning was delayed, but it was eventually cleaned.",3,0.5130555613969313,image203.jpg,video203.mp4
205,violence,"A passenger was harassing others, and there was no staff intervention.",1205505555,2024-08-18 12:00:00,2024-08-18 13:30:00,completed,staff205,,,"The staff was slow to act, but the situation was resolved.",3,0.6802563944802359,image205.jpg,video205.mp4
206,unhygenic_toilet,The toilet was unusable due to bad smell and lack of hygiene.,1206606666,2024-08-20 11:30:00,2024-08-20 13:00:00,completed,staff206,,,"The toilet was cleaned, but the smell took a long time to fade.",3,0.4704942324913396,image206.jpg,video206.mp4
207,management,"The journey was delayed, and there was no communication regarding the delay.",1207707777,2024-08-22 14:15:00,2024-08-22 15:45:00,completed,staff207,,,The lack of communication was frustrating during the delay.,2,0.2517521621522304,image207.jpg,video207.mp4
208,Electricity,"The power went out during the night, making it difficult to rest.",1208808888,2024-08-24 13:30:00,2024-08-24 15:00:00,completed,staff208,,,"The issue was resolved, but it disturbed the sleep.",3,0.4683631663520368,image208.jpg,video208.mp4
209,unhygenic_toilet,"The washbasin was dirty, and the taps were broken.",1209909999,2024-08-26 12:00:00,2024-08-26 13:30:00,completed,staff209,,,"The washbasin was cleaned, but the tap issue was not resolved.",3,0.3217520702050997,image209.jpg,video209.mp4
210,damage_window,"The window was broken, and there was no way to close it.",1210000000,2024-08-28 13:00:00,2024-08-28 14:30:00,completed,staff210,,,"The window was repaired, but it caused discomfort during the trip.",4,0.4387212911796935,image210.jpg,video210.mp4
211,damage_seat,"The seat was broken, and the backrest was not functional.",1211101111,2024-06-01 12:00:00,2024-06-01 13:30:00,completed,staff211,,,"The seat was repaired, but it took too long to fix.",3,0.4567157420701451,image211.jpg,video211.mp4
212,food,The food was cold and tasted bad.,1212202222,2024-06-03 11:45:00,2024-06-03 13:15:00,completed,staff212,,,"The food was replaced, but the taste still wasn’t great.",2,0.718359093235628,image212.jpg,video212.mp4
213,unhygenic_compartment,"The compartment was dirty, and there was garbage on the floor.",1213303333,2024-06-05 13:00:00,2024-06-05 14:30:00,completed,staff213,,,"The cleaning was delayed, but the issue was resolved.",3,0.4474294738340879,image213.jpg,video213.mp4
215,violence,A passenger was being aggressive and disturbing the passengers around.,1215505555,2024-06-09 13:15:00,2024-06-09 14:45:00,completed,staff215,,,"The situation was managed, but it took time to resolve.",3,0.5694908147093604,image215.jpg,video215.mp4
216,unhygenic_toilet,"The toilet was dirty, and the flush was not working.",1216606666,2024-06-11 12:00:00,2024-06-11 13:30:00,completed,staff216,,,"The issue was fixed, but the toilet wasn’t clean initially.",3,0.6347614458019717,image216.jpg,video216.mp4
217,management,"There was no announcement regarding the delay, and passengers were confused.",1217707777,2024-06-13 14:00:00,2024-06-13 15:30:00,completed,staff217,,,"The delay was frustrating, and communication was poor.",2,0.2314028246723441,image217.jpg,video217.mp4
218,Electricity,"The power was intermittent, causing inconvenience during the journey.",1218808888,2024-06-15 13:45:00,2024-06-15 15:15:00,completed,staff218,,,"The issue was resolved, but the power interruptions caused discomfort.",3,0.4016217479714055,image218.jpg,video218.mp4
219,unhygenic_toilet,"The washbasin was clogged, and the tap water was not functioning properly.",1219909999,2024-06-17 12:30:00,2024-06-17 14:00:00,completed,staff219,,,"The washbasin was cleaned, but the water issue was not fully resolved.",3,0.4208040038158532,image219.jpg,video219.mp4
220,damage_window,"The window was cracked, and there was no way to close it properly.",1220000000,2024-06-19 13:00:00,2024-06-19 14:30:00,completed,staff220,,,"The window was repaired, but it still wasn’t perfect.",4,0.7655720354511835,image220.jpg,video220.mp4
221,damage_seat,"The seat cushion was missing, and the seat was uncomfortable.",1221101111,2024-06-21 11:15:00,2024-06-21 12:45:00,completed,staff221,,,"The seat was fixed, but it could have been more comfortable.",3,0.8252791070313963,image221.jpg,video221.mp4
222,food,The food served was unappetizing and cold.,1222202222,2024-06-23 12:30:00,2024-06-23 14:00:00,completed,staff222,,,"The food was replaced, but the quality was still not great.",2,0.7903083048967117,image222.jpg,video222.mp4
223,unhygenic_compartment,The compartment was filthy with spilled food and dirt all over the place.,1223303333,2024-06-25 13:00:00,2024-06-25 14:30:00,completed,staff223,,,"The compartment was cleaned, but the delay was annoying.",3,0.250645046135957,image223.jpg,video223.mp4
225,violence,A passenger was using foul language and disturbing others.,1225505555,2024-06-29 13:30:00,2024-06-29 15:00:00,completed,staff225,,,"The issue was managed, but it took too long for staff to intervene.",3,0.6099261059121232,image225.jpg,video225.mp4
226,unhygenic_toilet,The toilet had a foul smell and was not properly cleaned.,1226606666,2024-07-01 12:00:00,2024-07-01 13:30:00,completed,staff226,,,"The toilet was cleaned, but the smell lingered for a while.",3,0.4012940147787846,image226.jpg,video226.mp4
227,management,The staff was unresponsive to complaints about delays and discomfort.,1227707777,2024-07-03 14:15:00,2024-07-03 15:45:00,completed,staff227,,,The staff could have been more helpful during the delay.,2,0.7281529017313948,image227.jpg,video227.mp4
228,Electricity,"The electricity failed during the night, making the journey uncomfortable.",1228808888,2024-07-05 13:00:00,2024-07-05 14:30:00,completed,staff228,,,"The issue was resolved, but it disturbed the journey.",3,0.4841133099903572,image228.jpg,video228.mp4
229,unhygenic_toilet,"The washbasin was not cleaned, and there was no soap or water.",1229909999,2024-07-07 12:15:00,2024-07-07 13:45:00,completed,staff229,,,"The washbasin was cleaned, but the lack of soap was an inconvenience.",3,0.3812678951323729,image229.jpg,video229.mp4
230,damage_window,"The window was broken and could not be closed, letting in cold air.",1230000000,2024-07-09 12:30:00,2024-07-09 14:00:00,completed,staff230,,,"The window was fixed, but it caused discomfort during the journey.",4,0.346801155824257,image230.jpg,video230.mp4
231,damage_seat,The seat was in poor condition and could not recline.,1231101111,2024-07-11 13:00:00,2024-07-11 14:30:00,completed,staff231,,,"The seat was fixed, but the initial discomfort was not ideal.",3,0.3862301501470162,image231.jpg,video231.mp4
232,food,The food was stale and not edible.,1232202222,2024-07-13 11:45:00,2024-07-13 13:15:00,completed,staff232,,,"The food was replaced, but it still wasn't up to standard.",2,0.4477549014958862,image232.jpg,video232.mp4
233,unhygenic_compartment,The compartment was not clean and had a bad smell.,1233303333,2024-07-15 12:30:00,2024-07-15 14:00:00,completed,staff233,,,"The cleaning was delayed, but it was eventually resolved.",3,0.3923849102005614,image233.jpg,video233.mp4
235,violence,A passenger was misbehaving with others and causing discomfort.,1235505555,2024-07-19 13:00:00,2024-07-19 14:30:00,completed,staff235,,,"The staff intervened, but it was unsettling for other passengers.",3,0.5772827544447424,image235.jpg,video235.mp4
236,unhygenic_toilet,The toilet was in bad condition and smelled terrible.,1236606666,2024-07-21 12:30:00,2024-07-21 14:00:00,completed,staff236,,,"The toilet was cleaned, but the smell lingered for hours.",3,0.4635786811083285,image236.jpg,video236.mp4
237,management,"The train was delayed, and there was no information given to passengers.",1237707777,2024-07-23 14:15:00,2024-07-23 15:45:00,completed,staff237,,,The lack of communication during the delay was disappointing.,2,0.1555094329679418,image237.jpg,video237.mp4
238,Electricity,"The electricity failed multiple times, causing a lot of inconvenience.",1238808888,2024-07-25 13:00:00,2024-07-25 14:30:00,completed,staff238,,,"The power issue was resolved, but it was disruptive.",3,0.5161370528360258,image238.jpg,video238.mp4
239,unhygenic_toilet,The washbasin was clogged and dirty.,1239909999,2024-07-27 12:30:00,2024-07-27 14:00:00,completed,staff239,,,"The washbasin was fixed, but the cleanliness was still lacking.",3,0.6446629828201355,image239.jpg,video239.mp4
240,damage_window,"The window frame was cracked, and cold air was coming in.",1240000000,2024-07-29 12:15:00,2024-07-29 13:45:00,completed,staff240,,,"The window was fixed, but the discomfort persisted for some time.",4,0.3483303025182986,image240.jpg,video240.mp4
241,damage_seat,"The seat cushion was damaged, and the seat was uncomfortable.",1241101111,2024-07-31 12:30:00,2024-07-31 14:00:00,completed,staff241,,,"The seat was fixed, but the overall comfort was still poor.",3,0.7728897608606595,image241.jpg,video241.mp4
242,food,The food served was stale and tasteless.,1242202222,2024-08-02 11:45:00,2024-08-02 13:15:00,completed,staff242,,,"The food was replaced, but the quality was still disappointing.",2,0.3769447564545743,image242.jpg,video242.mp4
243,unhygenic_compartment,The compartment had trash scattered on the floor and unpleasant odor.,1243303333,2024-08-04 13:00:00,2024-08-04 14:30:00,completed,staff243,,,"The cleanliness was delayed, but the issue was resolved.",3,0.6753201071905228,image243.jpg,video243.mp4
245,violence,A passenger started arguing loudly with staff and disturbed everyone.,1245505555,2024-08-08 13:15:00,2024-08-08 14:45:00,completed,staff245,,,"The situation was resolved, but it was uncomfortable for everyone.",3,0.6658310088059526,image245.jpg,video245.mp4
246,unhygenic_toilet,"The toilet was dirty, with no soap or toilet paper.",1246606666,2024-08-10 12:45:00,2024-08-10 14:15:00,completed,staff246,,,"The toilet was cleaned, but the absence of soap was an inconvenience.",3,0.4008549320649838,image246.jpg,video246.mp4
247,management,"There was no announcement made regarding the delay, causing confusion among passengers.",1247707777,2024-08-12 14:00:00,2024-08-12 15:30:00,completed,staff247,,,The lack of communication during the delay was frustrating.,2,0.2517521621522304,image247.jpg,video247.mp4
248,Electricity,"The train experienced frequent power outages, disrupting the comfort of passengers.",1248808888,2024-08-14 13:30:00,2024-08-14 15:00:00,completed,staff248,,,"The issue was fixed, but it caused discomfort for most of the journey.",3,0.5228962989557134,image248.jpg,video248.mp4
249,unhygenic_toilet,The washbasin was clogged and the water pressure was low.,1249909999,2024-08-16 12:00:00,2024-08-16 13:30:00,completed,staff249,,,"The washbasin was cleaned, but the water pressure was still low.",3,0.4815074371633867,image249.jpg,video249.mp4
250,damage_window,"The window was broken and couldn't be closed properly, causing discomfort.",1250000000,2024-08-18 12:15:00,2024-08-18 13:45:00,completed,staff250,,,"The window was fixed, but it took too long to resolve.",3,0.3571068571931456,image250.jpg,video250.mp4
251,damage_seat,The seat was torn and had no cushion.,1251101111,2024-08-20 11:30:00,2024-08-20 13:00:00,completed,staff251,,,"The seat was replaced, but the discomfort was significant.",3,0.383703671632558,image251.jpg,video251.mp4
252,food,The food provided was undercooked and not fresh.,1252202222,2024-08-22 12:00:00,2024-08-22 13:30:00,completed,staff252,,,"The food was replaced, but it wasn't great quality.",2,0.8120556004093722,image252.jpg,video252.mp4
253,unhygenic_compartment,"The compartment was extremely dirty, and it smelled awful.",1253303333,2024-08-24 13:30:00,2024-08-24 15:00:00,completed,staff253,,,"The cleanliness was addressed, but the delay was frustrating.",3,0.42929534099104,image253.jpg,video253.mp4
255,violence,"A passenger was behaving aggressively, causing tension among others.",1255505555,2024-08-28 13:00:00,2024-08-28 14:30:00,completed,staff255,,,"The staff handled the situation, but it created an uncomfortable environment.",3,0.7841411366431377,image255.jpg,video255.mp4
256,unhygenic_toilet,The toilet was extremely dirty and had a foul smell.,1256606666,2024-08-30 12:30:00,2024-08-30 14:00:00,completed,staff256,,,"The toilet was cleaned, but the smell lingered.",3,0.5168876600073017,image256.jpg,video256.mp4
257,management,The staff was unhelpful and seemed uninterested in solving the issues.,1257707777,2024-09-01 14:15:00,2024-09-01 15:45:00,completed,staff257,,,The lack of support from the staff was frustrating.,2,0.6292689125597659,image257.jpg,video257.mp4
258,Electricity,There was no electricity for a significant part of the journey.,1258808888,2024-09-03 12:30:00,2024-09-03 14:00:00,completed,staff258,,,"The power issue was fixed, but the delay was uncomfortable.",3,0.34753695261494,image258.jpg,video258.mp4
259,unhygenic_toilet,The washbasin was clogged and filthy.,1259909999,2024-09-05 12:00:00,2024-09-05 13:30:00,completed,staff259,,,"The washbasin was cleaned, but the delay was frustrating.",3,0.3344283579788213,image259.jpg,video259.mp4
260,damage_window,The window was cracked and couldn't be properly closed.,1260000000,2024-09-07 13:15:00,2024-09-07 14:45:00,completed,staff260,,,"The window was fixed, but the cold air was uncomfortable for the duration of the journey.",3,0.2500370966644162,image260.jpg,video260.mp4
261,damage_seat,"The seat backrest was broken, and the seat couldn't recline.",1261101111,2024-09-09 12:30:00,2024-09-09 14:00:00,completed,staff261,,,"The seat was replaced, but the comfort was still suboptimal.",3,0.8535496279763105,image261.jpg,video261.mp4
262,food,The food was bland and not fresh.,1262202222,2024-09-11 13:00:00,2024-09-11 14:30:00,completed,staff262,,,"The food was replaced, but it wasn't much better.",2,0.3904184599426245,image262.jpg,video262.mp4
263,unhygenic_compartment,The compartment was unclean and had visible trash everywhere.,1263303333,2024-09-13 12:15:00,2024-09-13 13:45:00,completed,staff263,,,"The cleanliness was addressed after a delay, but it was uncomfortable.",3,0.3955570879242447,image263.jpg,video263.mp4
265,violence,"A passenger was creating a scene, causing discomfort for others.",1265505555,2024-09-17 13:00:00,2024-09-17 14:30:00,completed,staff265,,,"The staff managed the situation, but it created an unpleasant atmosphere.",3,0.8599493538391768,image265.jpg,video265.mp4
266,unhygenic_toilet,The toilet was dirty and had no soap or toilet paper.,1266606666,2024-09-19 12:45:00,2024-09-19 14:15:00,completed,staff266,,,"The toilet was cleaned, but the lack of soap was an issue.",3,0.5513457131704922,image266.jpg,video266.mp4
267,management,"There was no announcement about the delay, and no one was available for assistance.",1267707777,2024-09-21 13:15:00,2024-09-21 14:45:00,completed,staff267,,,"The delay caused a lot of frustration, and the lack of communication made it worse.",2,0.4342434722970241,image267.jpg,video267.mp4
268,Electricity,"The electricity kept fluctuating during the journey, causing discomfort.",1268808888,2024-09-23 12:30:00,2024-09-23 14:00:00,completed,staff268,,,"The issue was resolved, but it was inconvenient.",3,0.3487385809918741,image268.jpg,video268.mp4
269,unhygenic_toilet,"The washbasin was clogged, and the water pressure was low.",1269909999,2024-09-25 12:00:00,2024-09-25 13:30:00,completed,staff269,,,"The washbasin was cleaned, but the low water pressure persisted.",3,0.4609637562693282,image269.jpg,video269.mp4
270,damage_window,The window was broken and couldn’t be closed.,1270000000,2024-09-27 13:15:00,2024-09-27 14:45:00,completed,staff270,,,"The window was repaired, but the discomfort remained for the duration of the journey.",3,0.4125491260232981,image270.jpg,video270.mp4
271,damage_seat,The seat was broken and couldn't recline.,1271101111,2024-08-01 12:30:00,2024-08-01 14:00:00,completed,staff271,,,"The seat was replaced, but the journey was uncomfortable for the most part.",3,0.4486616022655377,image271.jpg,video271.mp4
